Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
EPD-C-5-10-S_S33_L003_R2_001_val_2	0	0	0	0	0	0	0	0	0.000312545	0.000520908	0.000520908	0.000937634	0.001979449	0.003125446	0.004688169	0.005938347	0.00812616	0.010522335	0.012605966	0.016877409	0.022815756	0.029587556	0.0366719	0.041776795	0.046777509	0.058029115	0.074177252	0.083136864	0.09709719	0.117100044	0.129914373	0.145541603	0.163981735	0.182838593	0.202007995	0.209300702	0.21523905	0.216385047	0.210029973	0.213467964	0.218781222	0.225136295	0.229199375	0.221698305	0.220864853	0.237533898	0.273580709	0.324004571	0.373386619	0.440271164	0.52424148	0.655822758	0.829389194	1.031813915	1.328627106	1.685240498	2.083943229	2.595162018	3.230461014	3.944312886	4.716506418	5.485366141	6.177860799	6.746379431	7.103826275	7.101742645	6.873793448	6.460713664	5.80989162	5.009152348	4.121942402	3.267028732	2.474519801	1.806091078	1.266014004	0.838661351	0.535909812	0.341923795	0.207008709	0.116474955	0.070322536	0.042922792	0.022711574	0.013126873	0.009688883	0.0067718	0.005729984	0.005104895	0.004271443	0.003646354	0.002812901	0.002396175	0.002917083	0.00270872	0.001875268	0.001145997	0.001041815	0.000937634	0.009272157	0.034171543	0.060112745
EPD-C-5-10-S_S33_L004_R1_001_val_1	0	0	0	0	0	0	0	0	0.000106836	0.000641015	0.000961522	0.000961522	0.00202988	0.003098238	0.005021282	0.007478505	0.008546862	0.009828892	0.013461308	0.017948411	0.020832977	0.026922617	0.035789986	0.042520641	0.048503444	0.060896395	0.074250868	0.082477223	0.095938531	0.116451001	0.132049025	0.148822242	0.169762055	0.175424352	0.182368677	0.200958103	0.208650279	0.21623562	0.217197142	0.215915113	0.221470573	0.225957676	0.228521735	0.223607289	0.22788072	0.242517222	0.258542589	0.294866754	0.35042136	0.421680826	0.50437172	0.630117434	0.813233962	1.029149074	1.283097725	1.629779833	2.073682501	2.618865489	3.264687783	3.97525256	4.784106255	5.535054956	6.185791696	6.752128169	7.094002667	7.084280611	6.868899677	6.489418984	5.878745662	5.107284491	4.172791918	3.275585033	2.473461992	1.792704398	1.267927044	0.841652279	0.536101947	0.329588383	0.199035059	0.112498077	0.057904993	0.035576315	0.021367156	0.012072443	0.007692176	0.005555461	0.00405976	0.002564059	0.002243551	0.002243551	0.00202988	0.001388865	0.000641015	0.000427343	0.000320507	0.000106836	0	0.000213672	0.000534179	0.000534179	0.001709372
EPD-C-5-10-S_S33_L004_R2_001_val_2	0	0	0	0	0	0	0.000106762	0.000106762	0	0.000320287	0.00096086	0.001601433	0.002135244	0.00288258	0.004697537	0.006726019	0.008754501	0.011957368	0.016441381	0.020711869	0.025516169	0.030106944	0.03427067	0.043238696	0.052313484	0.061708558	0.073986213	0.085623294	0.099075332	0.117651957	0.136015058	0.145623657	0.165054379	0.181816047	0.186406822	0.204769922	0.214592046	0.21960987	0.216940814	0.209467459	0.219823394	0.231140188	0.231460475	0.225802078	0.231887524	0.248542429	0.276834415	0.315802622	0.361283324	0.435162775	0.524629508	0.649114247	0.812246907	1.024063135	1.297694684	1.641789292	2.088802672	2.609481979	3.256888031	3.980629064	4.734477041	5.499855337	6.178863004	6.701036981	7.033387746	7.061252684	6.855308377	6.451106644	5.817366155	5.04334012	4.134473411	3.272155027	2.500264236	1.803106994	1.252213981	0.841392991	0.542352036	0.345589279	0.215659668	0.120961586	0.065872285	0.038861445	0.024555309	0.016227856	0.011637081	0.008434215	0.00725983	0.005978684	0.005124586	0.005231348	0.003950202	0.002989342	0.003202866	0.002775818	0.002348769	0.002562293	0.003096104	0.00288258	0.013345276	0.043665745	0.08156633
EPD-C-5-11-P_S16_L001_R1_001_val_1	0	0	0	0	0	0	0.001362243	0.001816324	0.002270405	0.006357135	0.00862754	0.016800999	0.029515268	0.044954024	0.069928482	0.089453968	0.122147803	0.166193666	0.217958906	0.271086389	0.332841412	0.405494381	0.489499376	0.590759451	0.699284822	0.853218299	1.043478261	1.228743331	1.427176751	1.587921444	1.710523328	1.865364968	2.046089227	2.184583948	2.214553298	2.233170621	2.212736974	2.177318651	2.087864684	1.889431263	1.651946873	1.445339993	1.23691679	0.980360994	0.80190714	0.675218527	0.571688046	0.489953457	0.429560677	0.4050403	0.424565785	0.480871836	0.555795209	0.664774662	0.835055057	1.06482007	1.327733	1.697809059	2.107390169	2.496083551	2.990577818	3.502781246	3.930525599	4.303780225	4.520830968	4.538540129	4.495402429	4.263821092	3.809740039	3.300261097	2.702236349	2.113293223	1.579747985	1.119309797	0.78011125	0.515836077	0.336474061	0.205698717	0.129867181	0.087637643	0.045408105	0.024974458	0.013168351	0.005448973	0.002270405	0.000908162	0.001816324	0.001816324	0.000454081	0.001362243	0.002270405	0.001362243	0.000454081	0	0	0	0	0	0	0	0.000454081
EPD-C-5-11-P_S16_L001_R2_001_val_2	0	0	0	0.000453793	0.000907585	0.003176548	0.004537926	0.003176548	0.007260681	0.019059288	0.027227554	0.03176548	0.045379257	0.071699226	0.100288158	0.112086765	0.119347446	0.162003948	0.251401085	0.318562385	0.370294738	0.436094661	0.502348377	0.610804801	0.746942573	0.85948313	1.022394663	1.211626166	1.376806662	1.573752638	1.704898691	1.820615797	2.024368661	2.201801557	2.277131123	2.322056588	2.273954575	2.163682981	2.069294126	1.852381277	1.626846369	1.43126177	1.200735144	0.983822295	0.827263858	0.700201938	0.590837928	0.513693191	0.459238082	0.450162231	0.467406349	0.554988315	0.649830962	0.737412929	0.856760375	1.054160143	1.339141878	1.698999387	2.122841649	2.527624623	3.01953577	3.560456515	3.932566424	4.237061239	4.438091348	4.411771379	4.309668051	4.109091734	3.663921222	3.155219749	2.65423275	2.057041726	1.541533365	1.16125519	0.79232183	0.505071132	0.338529258	0.220996982	0.140221905	0.073060604	0.037210991	0.023143421	0.010891022	0.004991718	0.004084133	0.003176548	0.001361378	0.002268963	0.003176548	0.002268963	0.00181517	0.001361378	0	0.000907585	0.00181517	0.002268963	0.00181517	0.000907585	0.006353096	0.027227554	0.049009598
EPD-C-5-11-P_S16_L002_R1_001_val_1	0	0	0	0	0.000464378	0.001393133	0.002321888	0.002321888	0.004179398	0.007430042	0.01160944	0.019503859	0.024612013	0.039007718	0.061297843	0.080337324	0.120738175	0.161139025	0.212220561	0.283270333	0.346425686	0.401686619	0.494097761	0.617157823	0.74904106	0.898570646	1.033240148	1.184627244	1.386631498	1.602102702	1.779959321	1.887694922	2.038153263	2.17189401	2.23179872	2.287524032	2.245730048	2.159355815	2.066944674	1.857510379	1.617427162	1.421459817	1.183234111	0.960797243	0.781547492	0.656165541	0.550751827	0.464841972	0.434193051	0.414224814	0.424905499	0.47691579	0.559575002	0.679848799	0.855383529	1.103361165	1.405670979	1.703801395	2.078554114	2.554076771	3.021240631	3.528340965	3.98482414	4.305709058	4.546256652	4.558794847	4.353075573	4.114849867	3.791178683	3.280363329	2.668313659	2.080876002	1.589564507	1.160479609	0.801515728	0.533569856	0.348283196	0.223830001	0.124917573	0.07151415	0.044580249	0.024612013	0.010216307	0.006965664	0.007430042	0.006501286	0.003250643	0.002786266	0.002321888	0.000928755	0.000464378	0	0	0	0.000464378	0.000464378	0	0	0.000464378	0.000464378	0.00185751
EPD-C-5-11-P_S16_L002_R2_001_val_2	0	0	0	0	0.000464421	0.002786524	0.004179787	0.004644207	0.009288415	0.015790305	0.026007561	0.037618079	0.03854692	0.054337225	0.077093841	0.106816767	0.137004115	0.180659663	0.241498779	0.296300424	0.36364143	0.433304539	0.496930179	0.565664447	0.710099293	0.891223377	1.030085175	1.190310326	1.404408282	1.611075506	1.744828675	1.956604527	2.122867148	2.153518916	2.218073397	2.270552939	2.228290653	2.13726419	2.06713666	1.873473217	1.608753402	1.406265964	1.195418954	1.020332339	0.882863804	0.729604964	0.605140209	0.515507008	0.464420728	0.450023685	0.489963868	0.539192465	0.601424843	0.744466427	0.906549261	1.103928071	1.362610416	1.690955871	2.101503794	2.548740955	3.025236622	3.501267869	3.918317682	4.252700607	4.454723623	4.453794782	4.346049173	4.098048504	3.624803782	3.091184366	2.553849583	2.027196478	1.535374927	1.095568497	0.76536536	0.52943963	0.347386705	0.206667224	0.133288749	0.085917835	0.043655548	0.028794085	0.020898933	0.011146097	0.007895152	0.00650189	0.006966311	0.005573049	0.003250945	0.003715366	0.003250945	0.001857683	0.002322104	0.002322104	0.001857683	0.003715366	0.004644207	0.003250945	0.01300378	0.034831555	0.074307316
EPD-C-5-11-P_S16_L003_R1_001_val_1	0	0	0	0	0	0.000446293	0.000446293	0.000892586	0.004909224	0.009372155	0.013835086	0.018298017	0.02454612	0.035703447	0.054447757	0.08524198	0.131656461	0.182087581	0.242337148	0.315082921	0.367299213	0.424424728	0.479765071	0.571701448	0.728796615	0.865362301	1.016655658	1.203652463	1.412963922	1.639234518	1.815520288	1.932895371	2.063659246	2.224771052	2.239498724	2.231465448	2.297963118	2.206026742	2.041344592	1.835603478	1.576753486	1.388417802	1.229983755	1.013085313	0.804220147	0.656943428	0.546709035	0.472624382	0.413713694	0.398093436	0.418176625	0.484674295	0.578842137	0.672563686	0.821179285	1.041648071	1.33754039	1.680293482	2.091775711	2.560383455	3.013370941	3.497598943	3.96085117	4.292893229	4.466947534	4.513808308	4.417409001	4.160344181	3.762697038	3.294981881	2.693378796	2.055625971	1.571844262	1.152328757	0.801988682	0.543584983	0.350340075	0.21377439	0.139689737	0.087027152	0.04329043	0.021868361	0.013835086	0.008033276	0.004016638	0.002677759	0.002231465	0.001785172	0.001338879	0.000446293	0.000446293	0.000892586	0.000446293	0	0	0.000446293	0.000892586	0.000446293	0	0	0.000892586
EPD-C-5-11-P_S16_L003_R2_001_val_2	0	0	0	0.000445949	0.000891898	0.002675693	0.004459488	0.005797334	0.010702771	0.020513644	0.030324517	0.032108312	0.04013539	0.063324727	0.087851909	0.108811502	0.141365763	0.198893155	0.243042084	0.282731525	0.363002306	0.442381188	0.497678837	0.593557824	0.745180409	0.856667603	1.016317266	1.248656579	1.45290112	1.627267092	1.765511213	1.910444566	2.06608069	2.183365219	2.276568513	2.328298572	2.263635999	2.148581214	2.008553298	1.831065684	1.618794065	1.41633332	1.231264577	1.019884856	0.841505345	0.676058348	0.568584692	0.522206019	0.485192271	0.460665088	0.456651549	0.53290879	0.634139163	0.750085845	0.88699212	1.0769663	1.381103366	1.718240643	2.098189002	2.531651215	2.987410866	3.43871103	3.877970576	4.220459238	4.401960391	4.447893115	4.291811043	3.97161982	3.622441926	3.211723101	2.630651843	2.0442292	1.564388314	1.147426207	0.796464518	0.523543866	0.33936702	0.210933772	0.128879197	0.085176217	0.049946263	0.024081234	0.013824412	0.011594668	0.008918976	0.004905437	0.003121641	0.003121641	0.00356759	0.00356759	0.004459488	0.00356759	0.002675693	0.001783795	0.000891898	0.001783795	0.002675693	0.00356759	0.011594668	0.033892107	0.056189546
EPD-C-5-11-P_S16_L004_R1_001_val_1	0	0	0	0.000455826	0.000455826	0.000455826	0.001367478	0.005469911	0.007293215	0.011395648	0.018688862	0.020967992	0.023247121	0.037377725	0.063815628	0.098914223	0.133556992	0.170023065	0.211959049	0.279877109	0.338222826	0.401582628	0.51052502	0.604425158	0.729321458	0.874729923	1.014212652	1.180133283	1.372947644	1.561659571	1.730315158	1.920394563	2.095431713	2.185229417	2.29189268	2.381234559	2.317418931	2.209844016	2.06671468	1.842904158	1.597213992	1.375682599	1.220245964	0.993700486	0.781285611	0.67325487	0.549270223	0.466309907	0.419815664	0.392466109	0.414345753	0.49046868	0.566135781	0.69559034	0.891139656	1.07574915	1.336937397	1.671513616	2.119590486	2.65974419	3.095969587	3.529915855	3.962494644	4.252855749	4.425157944	4.436097766	4.368635531	4.163969697	3.731846733	3.201721199	2.627836377	2.096343365	1.593567385	1.14594634	0.793137085	0.534227968	0.373777247	0.234750344	0.137203599	0.079769534	0.041480158	0.027349555	0.013674777	0.005925737	0.004102433	0.002734955	0.002734955	0.001823304	0.000911652	0.003190781	0.00227913	0.000455826	0.000911652	0.000455826	0	0	0	0	0.000455826	0.000455826	0.000911652
EPD-C-5-11-P_S16_L004_R2_001_val_2	0	0	0	0.000911831	0.002735492	0.005015068	0.005470983	0.005926899	0.011397882	0.020972103	0.028266747	0.036017307	0.049694765	0.06656363	0.084800241	0.10896375	0.153643447	0.198323144	0.227501721	0.276284655	0.348319268	0.437678662	0.544362836	0.639649128	0.733111759	0.86988634	1.037207245	1.18720337	1.372304971	1.592056132	1.7552738	1.908005416	2.094930678	2.211644988	2.253589193	2.31468184	2.300092551	2.19796753	2.049795066	1.844177278	1.650869202	1.430662126	1.190850692	0.998910362	0.833413119	0.695726706	0.595881261	0.512448767	0.459562595	0.453635696	0.464577663	0.509713275	0.615029703	0.739950488	0.888578867	1.113345096	1.404674955	1.690533831	2.0388531	2.517108221	3.024541919	3.456749598	3.863426021	4.234085138	4.420098569	4.406421111	4.31387031	4.066764233	3.589420942	3.097944278	2.593701986	2.076238152	1.575643182	1.117448333	0.778703286	0.535700445	0.363364472	0.228413552	0.132215429	0.075681935	0.045135612	0.023251679	0.013677458	0.008206475	0.005470983	0.005926899	0.005470983	0.004559153	0.004103237	0.003647322	0.003647322	0.004103237	0.003647322	0.002735492	0.001823661	0.001367746	0.001823661	0.002735492	0.011397882	0.039208713	0.078873342
EPD-C-5-11-S_S34_L001_R1_001_val_1	0	0	0	0	0	3.41E-05	3.41E-05	0.000136262	0.000408786	0.001056031	0.00160108	0.001907669	0.003338422	0.005041698	0.007324088	0.010389986	0.014000931	0.018565712	0.024697507	0.030999629	0.036484179	0.044728036	0.055424611	0.066666235	0.08124628	0.097359274	0.111394271	0.131016015	0.156190439	0.176323165	0.198227298	0.225718178	0.251335454	0.261963898	0.270514345	0.285946029	0.28928445	0.284447145	0.28022302	0.277293385	0.273954963	0.269390183	0.25562771	0.24329599	0.245646511	0.254469482	0.27116159	0.309042456	0.35819901	0.426295997	0.515411414	0.640772552	0.815869357	1.03119755	1.288290077	1.635451857	2.081573991	2.584619619	3.195755163	3.896210517	4.664490334	5.432020709	6.111900485	6.663080702	6.96708146	6.986090024	6.800705429	6.392498226	5.745321355	4.952275901	4.087079661	3.223927353	2.445359747	1.787145646	1.234466546	0.828541733	0.548080254	0.341575033	0.209502987	0.122227109	0.06503109	0.034814968	0.018906367	0.011275689	0.007937268	0.005586746	0.004087863	0.002759308	0.001975801	0.001703276	0.001737342	0.001430752	0.000885704	0.000817573	0.000579114	0.000579114	0.000476917	0.00030659	0.000476917	0.000647245	0.001056031
EPD-C-5-11-S_S34_L001_R2_001_val_2	0	0	0	3.41E-05	6.81E-05	0.000136203	0.000272406	0.000306457	0.000612914	0.001362032	0.002008997	0.002724064	0.004188248	0.005720534	0.007559276	0.011100559	0.015152604	0.020770985	0.026593671	0.031428884	0.037762332	0.046411233	0.056660523	0.071745025	0.083390397	0.094082346	0.111005591	0.131810627	0.159323669	0.181967448	0.204645278	0.223952078	0.241352034	0.262088969	0.274449407	0.288818843	0.298250913	0.293041141	0.287150354	0.283472868	0.281600074	0.274245102	0.263961762	0.258615788	0.258786041	0.270431413	0.294437224	0.333357282	0.383446002	0.448789477	0.540215862	0.672332946	0.840339568	1.049070941	1.325154786	1.669646679	2.090889063	2.593478796	3.193964565	3.885774565	4.644426276	5.405393442	6.092027721	6.630200535	6.922322305	6.929643226	6.753123905	6.310940282	5.657846035	4.930044344	4.048980025	3.187937574	2.442804028	1.77380806	1.232400421	0.829613568	0.53929649	0.342550997	0.21332823	0.126532754	0.068578301	0.039362719	0.022337321	0.012598794	0.008410546	0.006946362	0.005243822	0.004154197	0.004052045	0.003711537	0.003200775	0.002655962	0.002281403	0.001940895	0.00170254	0.001532286	0.001430133	0.001600387	0.009908781	0.03469776	0.060474212
EPD-C-5-11-S_S34_L002_R1_001_val_1	0	0	0	0	0	0	0.000104339	0.000243458	0.000660815	0.001147732	0.00135641	0.001878107	0.003408416	0.005460421	0.007268969	0.010016569	0.013216306	0.018259371	0.025215321	0.031719135	0.037805592	0.045665817	0.058499546	0.071228936	0.082775814	0.095922561	0.113486336	0.13282388	0.152439661	0.176681149	0.201479113	0.223946834	0.244606008	0.258239671	0.273194966	0.28390713	0.285715677	0.285680897	0.279107524	0.274064459	0.275664328	0.269230074	0.255109494	0.253648744	0.250518566	0.253509625	0.274203578	0.305644476	0.355136065	0.423547841	0.513036147	0.63831282	0.809463988	1.019533701	1.29794563	1.649151583	2.063830586	2.586639845	3.212571072	3.907331433	4.682015668	5.432388854	6.10808991	6.665713701	6.972262451	6.989547988	6.793633636	6.368068569	5.742589478	4.973261325	4.075074185	3.216605524	2.454372441	1.794600513	1.245497761	0.822923753	0.532999726	0.33750273	0.208191606	0.119294555	0.06211664	0.033666802	0.018259371	0.010294807	0.007373308	0.005147404	0.003895332	0.002712821	0.001808547	0.001843327	0.001808547	0.001530309	0.001078172	0.000730375	0.000486917	0.000139119	6.96E-05	3.48E-05	0.000104339	0.000208679	0.000799934
EPD-C-5-11-S_S34_L002_R2_001_val_2	0	0	0	3.48E-05	0.000139082	0.000173853	0.000208623	0.000278165	0.000799723	0.001529905	0.001703758	0.002746874	0.004589714	0.005632831	0.007579983	0.011161351	0.015472901	0.020306009	0.025869299	0.032023688	0.038977801	0.04815723	0.058588399	0.070931948	0.085813749	0.099269957	0.115021022	0.133310338	0.15253846	0.174930702	0.204277057	0.230320209	0.246245127	0.260570599	0.275104694	0.28536201	0.29026466	0.291829335	0.287135309	0.283693023	0.278929456	0.271245162	0.267385629	0.263560867	0.267107465	0.278268815	0.29648859	0.332649976	0.383484539	0.449965855	0.541586289	0.668950861	0.83136416	1.045272664	1.30998096	1.644473775	2.075837379	2.58606062	3.212104607	3.921806567	4.659081584	5.397643112	6.083735861	6.608875673	6.890621545	6.928730082	6.748966271	6.32271394	5.666975893	4.910681378	4.061792854	3.210679013	2.433522161	1.764397447	1.236267366	0.830599208	0.546036921	0.339951794	0.208379984	0.123644122	0.067107187	0.039881836	0.022392243	0.012621714	0.009944381	0.008101541	0.006293472	0.005319896	0.004833108	0.004207238	0.003929074	0.003929074	0.00372045	0.003581368	0.003511827	0.002920727	0.002885957	0.003268433	0.012030615	0.038977801	0.078129455
EPD-C-5-11-S_S34_L003_R1_001_val_1	0	0	0	0	0	3.33E-05	9.98E-05	0.000199526	0.000365797	0.000831356	0.001396679	0.002527323	0.003757731	0.005353935	0.007515462	0.010641362	0.01516394	0.01938723	0.022479876	0.028498896	0.037011985	0.045026261	0.057563115	0.070232986	0.079610686	0.095439711	0.117321011	0.134214172	0.15217147	0.177012398	0.20571082	0.227159814	0.24049477	0.256922372	0.270789396	0.28332625	0.284257369	0.279269231	0.277373739	0.271121939	0.269459226	0.264903393	0.25386298	0.250504301	0.246713316	0.253729963	0.27910296	0.314319216	0.361041443	0.423592697	0.5115502	0.640842743	0.809242289	1.006539782	1.282317316	1.647681813	2.086338687	2.595195292	3.187254043	3.901655197	4.683562488	5.427127624	6.092212718	6.642537379	6.987816306	7.003213026	6.789853728	6.378166054	5.71956554	4.949430255	4.097988317	3.241292207	2.46144668	1.78522141	1.248630756	0.837009591	0.543740319	0.345278927	0.208969737	0.119781825	0.065610645	0.037577308	0.02118296	0.012171057	0.007049902	0.00445607	0.00335868	0.003159154	0.002627086	0.002194781	0.002061764	0.001463187	0.001197153	0.001363424	0.001064136	0.000532068	0.000498814	0.00046556	0.000432305	0.000698339	0.001862238
EPD-C-5-11-S_S34_L003_R2_001_val_2	0	0	0	3.32E-05	3.32E-05	0.000132947	0.00029913	0.000265894	0.00049855	0.000963864	0.001528888	0.002924829	0.004154587	0.005550528	0.007212362	0.009871298	0.013926174	0.018280181	0.024794572	0.032638432	0.040083451	0.04842586	0.058862182	0.070096184	0.082925547	0.097848822	0.114998955	0.133511792	0.155547719	0.178913114	0.204305946	0.228169891	0.248211617	0.262603104	0.271876141	0.288128884	0.293679411	0.285735842	0.278257586	0.278091403	0.275000391	0.265594407	0.255357505	0.25220002	0.26134011	0.276662225	0.297634578	0.331137164	0.377768243	0.440253224	0.527433067	0.662074907	0.83606899	1.044064209	1.321590588	1.670874986	2.099827734	2.614398201	3.209634121	3.903250648	4.677233497	5.414290382	6.083344994	6.613337286	6.87946348	6.915492054	6.747613522	6.311282228	5.674201314	4.935582305	4.070896523	3.199496929	2.435950402	1.78035665	1.23637171	0.827261267	0.548571603	0.349284397	0.213678694	0.126166483	0.068534059	0.038554563	0.022933318	0.013527334	0.009206564	0.006082315	0.005151687	0.00471961	0.003589563	0.003057776	0.003356906	0.002991302	0.002293332	0.002193622	0.001728308	0.001229758	0.001495651	0.001362704	0.009472457	0.033834953	0.059261022
EPD-C-5-11-S_S34_L004_R1_001_val_1	0	0	0	0	0	0	0.000102458	0.000204916	0.000443985	0.000683054	0.001092886	0.002185772	0.00406417	0.005635194	0.007308676	0.010860556	0.014924726	0.01929627	0.024555784	0.030361742	0.039651274	0.050409371	0.060484415	0.07032039	0.083025191	0.097096099	0.115162872	0.133707783	0.156248559	0.177867212	0.199895698	0.224212413	0.243679447	0.259116463	0.272948303	0.285994631	0.291459061	0.29043448	0.281554781	0.272094485	0.270660072	0.267483872	0.256008568	0.247299632	0.245967677	0.251432108	0.271992027	0.309696598	0.352694835	0.423322599	0.510616876	0.640875238	0.810853179	1.011124556	1.285780493	1.645544935	2.073273231	2.585666047	3.212811904	3.916015802	4.68294862	5.444656077	6.129280912	6.636960656	6.92578996	6.974286781	6.791843108	6.393827653	5.749502993	4.955213869	4.084388566	3.226780354	2.454109884	1.786458936	1.243533615	0.831618014	0.540432175	0.336779681	0.20614564	0.120627303	0.064821807	0.037431349	0.020662378	0.011338693	0.00761605	0.005601041	0.004303239	0.003210353	0.002356536	0.002254078	0.001707635	0.00126365	0.00088797	0.000614748	0.000307374	6.83E-05	0.000136611	0.000204916	0.000409832	0.000751359	0.00266391
EPD-C-5-11-S_S34_L004_R2_001_val_2	0	0	0	6.83E-05	0.000102386	0.000170643	0.0002389	0.000273028	0.0007167	0.001126242	0.001535785	0.002388999	0.003924783	0.005494697	0.008293238	0.01129655	0.014402249	0.019419146	0.025971828	0.03344598	0.041432061	0.050066585	0.060509922	0.070987387	0.083239537	0.097471143	0.115695789	0.137333291	0.156615922	0.178219295	0.203610937	0.224668253	0.242756386	0.259411119	0.276987323	0.293095999	0.296338211	0.291867371	0.286611574	0.28128752	0.277123837	0.271731526	0.263813702	0.259001576	0.258523776	0.271595011	0.299614552	0.337087702	0.384628774	0.450257978	0.535749999	0.660046183	0.828538841	1.034060977	1.307123516	1.657043553	2.076585834	2.587285476	3.204636841	3.89587652	4.656909086	5.409921443	6.075394065	6.622884286	6.914000829	6.947207909	6.781206635	6.329754158	5.664281536	4.903692641	4.058874481	3.214704764	2.438621507	1.759770492	1.22787702	0.832668395	0.537490555	0.334732831	0.205146722	0.11897213	0.06477599	0.038360492	0.022593101	0.012934721	0.009146452	0.00706461	0.005870111	0.005119283	0.004812126	0.004027169	0.003481112	0.003583498	0.003037441	0.002696156	0.002525513	0.00235487	0.002696156	0.003481112	0.012900592	0.039043063	0.07798374
EPD-C-5-12-P_S17_L001_R1_001_val_1	0	0	0	0	0	0.000906791	0.001360186	0.001360186	0.00498735	0.013601864	0.022669774	0.029924102	0.043979361	0.070276299	0.095666446	0.131484689	0.174557259	0.23667244	0.302414784	0.380398807	0.489213722	0.615257665	0.729513325	0.850569918	1.002910799	1.206031973	1.472175119	1.673482712	1.894739706	2.181739044	2.490047969	2.73669511	2.887675804	3.025054634	3.17694212	3.317948113	3.187823611	3.015533329	2.893569945	2.598862884	2.306876196	2.023504022	1.707940768	1.418221057	1.154798284	0.899990025	0.70094941	0.567197744	0.469717716	0.411229699	0.397627835	0.429818914	0.480145812	0.57263849	0.708203738	0.875960065	1.071826912	1.316207075	1.608193763	1.950053954	2.365817608	2.67548672	2.93618912	3.2290826	3.351952774	3.316134532	3.192357566	2.975634527	2.686821607	2.33453332	1.906981384	1.511167131	1.137115861	0.804776975	0.566290953	0.365436756	0.241206395	0.154154463	0.087051932	0.048966712	0.027203729	0.015868842	0.010881491	0.007707723	0.00498735	0.003173768	0.001813582	0.000453395	0.000453395	0.001360186	0.001360186	0.000906791	0.001360186	0.001360186	0.000453395	0.002266977	0.002720373	0.000453395	0	0	0.000906791
EPD-C-5-12-P_S17_L001_R2_001_val_2	0	0	0	0.000453018	0.00181207	0.002718105	0.002718105	0.00362414	0.009513369	0.016308632	0.028087088	0.044848737	0.058439264	0.083355229	0.115519475	0.145418634	0.17939495	0.233757056	0.314847197	0.395484321	0.489711971	0.604778429	0.744760852	0.887914398	1.029708891	1.195966332	1.418397949	1.67707097	1.933931921	2.232470486	2.4703047	2.654229825	2.844950213	3.0175499	3.160250428	3.253572043	3.254025061	3.116760743	2.882097652	2.621612561	2.321714943	1.980139711	1.701533917	1.405713457	1.119406366	0.901504924	0.710331518	0.583486604	0.489711971	0.438067971	0.436708918	0.448487374	0.4956012	0.58982885	0.708972466	0.873417836	1.098114541	1.365847913	1.601870056	1.904032762	2.298611048	2.668273369	2.968624004	3.158891375	3.276222921	3.268068605	3.146206884	2.90293646	2.624330667	2.325792101	1.917623289	1.481820406	1.120312401	0.829022116	0.555852534	0.388689058	0.267733372	0.15900916	0.092868598	0.047566843	0.025368983	0.015855614	0.011778456	0.006795263	0.004530175	0.002718105	0.002265088	0.00181207	0.001359053	0.00181207	0.00181207	0.001359053	0.002265088	0.00181207	0.000906035	0.00181207	0.002718105	0.00181207	0.010419404	0.036241404	0.065234527
EPD-C-5-12-P_S17_L002_R1_001_val_1	0	0	0	0	0	0.000923544	0.001847089	0.001847089	0.002770633	0.008773672	0.018470888	0.02955342	0.045715447	0.065109879	0.081271905	0.123293175	0.175935204	0.228577234	0.313543317	0.385118006	0.480243077	0.588297769	0.709282083	0.868593488	1.066231985	1.257405671	1.421334799	1.644832538	1.950525728	2.234053852	2.462169313	2.702752624	2.936409352	3.112344556	3.237484819	3.265652923	3.149748103	3.019066574	2.866219979	2.668581482	2.401215384	2.011017884	1.662841654	1.385316568	1.128109458	0.919388429	0.715746893	0.577215237	0.507949408	0.440992441	0.399894716	0.410053704	0.473316494	0.568903337	0.679728663	0.879676021	1.110100343	1.357610237	1.621743929	1.930207751	2.30331968	2.68289642	2.955803784	3.169604307	3.308135964	3.288741532	3.196848867	2.94656834	2.674122748	2.359655887	1.899730787	1.451811763	1.089320595	0.789168672	0.55689726	0.379114967	0.247509893	0.157002544	0.093277982	0.055412663	0.031400509	0.017085571	0.009697216	0.005079494	0.005079494	0.005079494	0.002308861	0.002770633	0.002770633	0.001385317	0.000923544	0.001385317	0.000923544	0	0	0.000923544	0.000923544	0	0	0	0.002308861
