EPD_P_A_5-10	EPD_P_A_5-11	EPD_P_A_5-12	EPD_P_A_5-13	EPD_P_A_5-8	EPD_P_A_5-9	EPD_P_B_5-10	EPD_P_B_5-11	EPD_P_B_5-12	EPD_P_B_5-13	EPD_P_B_5-8	EPD_P_B_5-9	EPD_P_C_5-10	EPD_P_C_5-11	EPD_P_C_5-12	EPD_P_C_5-13	EPD_P_C_5-8	EPD_P_C_5-9	EPD_S_A_5-10	EPD_S_A_5-11	EPD_S_A_5-13	EPD_S_A_5-8	EPD_S_A_5-9	EPD_S_B_5-10	EPD_S_B_5-11	EPD_S_B_5-12	EPD_S_B_5-13	EPD_S_B_5-8	EPD_S_B_5-9	EPD_S_C_5-10	EPD_S_C_5-11	EPD_S_C_5-12	EPD_S_C_5-13	EPD_S_C_5-8	EPD_S_C_5-9	
AAS95011	145.490101	0	0	110.7046683	127.9109605	89.9158546	98.80621387	0	113.1708881	29.38381063	0	87.16245222	0	169.6138457	0	0	162.6386063	56.7030502	47.48009728	73.68499715	94.83346664	82.34708388	46.37701882	76.02004523	87.11996884	70.85500457	94.08061733	117.8193086	83.14280327	88.44763181	62.01620485	29.7973281	33.8457229	89.0620041	77.86946151
AAS95012	48.0024139	84.65999944	177.6703166	120.9816062	297.6086157	240.4461614	0	38.00925191	245.8238627	122.60677	0	119.65878	0	178.5493526	93.3872383	0	705.7311038	127.0547062	83.38599894	131.6183568	83.51664962	150.4060794	115.4432701	122.5572648	161.0774272	205.9522489	102.3457065	391.3264641	170.7352575	131.4301567	121.7042796	120.3406332	117.4511162	95.31730627	101.2574202
AAS95013	153.7237484	80.66659621	64.6468624	234.0841357	401.6179641	145.5742646	229.6910512	135.0947571	250.7363309	142.5754467	0	267.0076418	194.0205193	280.2811009	49.33266964	127.3633535	422.7747368	121.415673	261.3714888	218.2383807	185.7488722	293.0688709	207.5194836	295.5587763	252.6155016	324.9708054	300.3102183	491.6419609	340.0407157	226.6283876	230.2645095	246.1011914	170.492244	166.072951	256.5791484
AAS95014	123.8705285	172.6862221	233.1766914	115.0249368	319.2639239	92.62366886	140.6460436	127.0755623	241.7258437	86.15280835	0	160.4456061	48.15889806	350.9617885	44.24933194	0	299.7672347	222.5175345	150.3394082	101.7107565	111.5152193	217.9575399	140.2635101	203.2205693	158.1485285	147.6094355	251.7171707	255.0633023	213.623778	166.8119171	182.593861	162.9794005	84.80403009	146.1695708	169.6797229
AAS95015	540.3358727	0	0	936.0678368	1038.787549	349.034807	318.3609219	0	207.9318968	264.940805	0	1180.379468	0	1354.283064	0	0	2204.266969	1361.148599	559.5835992	553.4173612	289.2049238	560.7488507	437.3614222	512.3138756	384.4368732	541.8584658	363.7802181	1295.210282	594.1108274	580.2303325	455.8205077	491.5465568	938.2262542	311.6694872	803.1673145
AAS95016	73.83422896	165.6672763	52.1870022	215.0622453	265.3987089	152.7161997	195.2873451	164.3365594	243.942172	110.1668143	0	278.348301	54.88835774	277.5425598	156.8858382	136.7808056	183.9724783	96.81077246	116.1600616	112.9972443	110.914717	272.2057266	118.8514134	149.5656654	132.2380685	145.6544078	161.1503743	303.6624015	175.307853	126.9218854	156.6493822	130.536627	199.2675769	123.7962317	158.5958525
AAS95017	86.61588551	163.1790291	57.24545551	236.5720495	207.3067564	116.8608151	159.2944202	91.4582633	166.9835628	103.6171154	0	244.8454892	75.96007351	200.4788742	236.8267399	50.2147765	330.3612757	87.91048604	156.3138295	129.8302937	110.8427152	127.7224518	157.7014934	167.1607984	145.7665142	201.88087	185.260353	361.8374103	245.3341039	168.596853	144.8756609	136.2086489	162.7333238	124.7157728	134.5605405
AAS95018	180.3978213	210.4842276	257.5771015	179.8692289	404.7685437	134.0212199	210.5626666	172.2957019	228.4736455	143.3086242	25.84988392	211.1752047	143.6882707	272.663702	131.4835184	99.66451248	547.9987658	222.1223984	125.7077665	107.2831861	117.0173757	263.3929894	160.8503143	132.016277	170.0514309	187.782403	124.046591	452.0510075	189.7635267	116.7794048	136.4629129	105.9684527	149.7764059	199.9207283	153.4900873
AAS95019	169.5020785	0	0	0	0	0	0	0	130.0676653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.39602461	0	0	0	0	0	0	0
AAS95020	7.091931043	39.69424232	32.97213571	0	25.26403158	45.03965116	0	21.30785339	12.06670458	47.94157674	6.357742283	0	41.67503275	16.67152839	50.90719858	0	5.373828488	48.01449879	34.79606797	23.15949725	32.91443286	25.48080989	34.4588205	31.05099555	31.09601686	17.85683218	27.25898148	6.044277171	31.27459348	39.11315448	28.34525223	27.60788302	14.39718764	29.82219255	22.96891388
AAS95021	4.263662239	16.36686721	23.05076437	15.59616934	2.964726607	5.751394234	5.82597158	6.805169693	8.369920943	28.95684295	5.682162042	22.02824947	17.35943419	17.55551973	51.82935394	0	9.154281797	22.10822019	10.83877519	10.54933817	16.38255364	7.667347827	9.543429863	14.74529449	13.089917	11.3500836	10.92465018	11.50397871	15.01478346	17.90300929	16.42228454	16.94677618	2.605075799	10.59570309	7.61447355
AAS95022	27.70548486	23.71265383	26.42896755	22.05379729	23.74319098	17.25263125	17.46210492	8.208655358	31.12777575	17.12326808	17.64766534	6.809983642	20.99126367	16.36119187	0	36.1433219	32.66301699	31.49257011	13.04514077	12.77187103	13.9641609	4.496848356	17.22776493	18.17442784	16.13664057	9.40013966	15.5541841	14.64432076	12.02631464	14.68452637	16.66149545	19.38722778	25.51324015	10.26547533	14.39474191
AAS95023	0	0	0	0	0	0	0	0	254.9248089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAS95024	0	0	0	0	8.689624815	0	0	18.98096541	0	16.45830208	0	20.30493	30.25674792	0	0	0	0	0	11.64654409	4.69707921	0	0	3.80454261	2.285507046	4.113119462	0	0	13.76532897	0	4.377098984	1.048827593	0	0	2.231597247	10.60440313
AAS95025	22.56962116	20.99535718	0	0	6.616007284	0	0	8.773257042	4.879673529	7.32736002	0	0	11.46568034	18.02344016	0	0	0	0	5.390551168	7.944278304	10.17824275	11.49465826	4.997721709	4.644654335	8.597758777	1.843688742	4.388606667	5.299416337	1.596201744	7.051143673	3.715955305	5.219999783	5.698933036	4.363902972	7.204967383
AAS95026	0	0	0	0	15.99672864	0	31.55638944	0	22.79370941	32.27140741	0	0	0	19.16559189	0	152.9736439	0	0	4.710262953	10.36084897	0	0	13.55704802	4.540898942	8.224679328	17.14604043	10.11645484	13.73754033	7.258159078	14.26862573	4.448311141	5.454288709	0	9.367305975	19.00901849
AAS95027	16.55240699	60.29038203	0	0	0	20.94126167	21.26485604	47.61480725	0	64.06755548	0	0	0	0	60.41869765	0	13.48454784	71.77924424	12.23272292	7.409077871	16.95165344	0	0	3.172114962	8.012326003	0	6.199887182	3.415182305	17.38226572	9.766560669	7.324574311	0	15.36712647	6.187253045	12.94989048
AAS95028	0	0	0	0	102.3094608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.72797871	0	106.9583692	0	0	0	0	0	0	0	17.17000835	0	90.03251005	0	38.42389528
AAS95029	280.9274726	331.4576782	462.0424097	444.5365452	269.9784991	170.482734	364.491215	278.0615286	200.1498	294.9956373	320.0706494	350.3100555	233.4992419	229.7597294	530.9149299	106.2845921	276.9473233	318.0545443	174.1215734	179.3123993	204.2262907	237.2975971	196.8744367	240.6738252	248.279356	173.7757846	191.9535315	422.2663824	377.9977595	191.4831587	211.0730075	210.6229848	183.9985285	261.0887025	231.414989
AAS95030	35.05610766	16.14497429	23.1139493	62.27032525	55.93524393	36.03753415	0	13.87257106	38.88216788	11.18443713	33.69809716	46.26536793	55.85061596	0	0	0	9.426263591	22.33008323	27.52931331	10.90719131	20.9965424	7.22359124	10.95451908	14.86239074	22.05988112	38.94594682	24.58891025	39.73904631	36.45420442	24.27100464	16.77059649	25.20365802	15.51289034	12.43078267	22.2425167
AAS95031	5.137211903	18.9022923	35.62119721	8.56970335	5.3141058	12.70565216	6.759454563	7.364815059	8.524343177	19.71056806	17.99999304	12.74613733	0	16.0136933	17.29375882	0	18.7207636	22.73374947	4.817505919	8.395078528	10.49445104	0	11.35671354	10.35829809	9.458367453	16.07527672	15.31950982	19.44300195	4.094273136	7.559956871	11.71320102	13.1884451	7.990620628	8.884555435	9.367769979
AAS95032	24.60740603	91.24613108	65.75876109	20.86587795	115.8085277	116.2660518	33.04330777	153.8502375	65.05074913	100.7426002	178.2010871	81.96574178	75.95054244	38.48571198	101.5250677	0	93.16779435	60.0498246	79.36483714	53.88568936	29.53189898	41.66380672	41.49248023	46.51850058	48.34064292	59.26307423	59.44383522	58.12451319	64.26934201	43.83287594	60.6362058	46.01705902	31.87154889	55.78126476	43.81076527
AAS95033	60.85175544	44.19885792	0	60.11161559	14.45994774	31.68093557	33.11647185	37.57511157	91.42137862	76.71616589	158.304351	76.69378403	25.21863248	28.54429561	138.5883103	0	68.17106787	58.95017309	41.62128253	45.33775663	25.7999757	27.82685486	40.30039236	31.30914291	47.94267933	12.97230167	39.51659717	77.47054606	37.72989946	38.66812687	46.12237631	58.49639287	26.8038037	39.09945993	40.48283341
AAS95034	84.06903682	46.19248214	84.21917159	68.76326047	61.84899179	99.86480311	72.36745061	76.98877853	43.43079792	47.19779206	46.42962678	76.59267685	48.8197765	65.44752956	57.56673045	62.80674637	67.18165815	96.90416491	44.87946021	47.99856241	60.10691338	47.67793659	56.96597371	53.47024814	51.08079825	32.65345653	38.5394224	66.62810388	83.51306882	49.97705519	44.22652045	44.56368343	58.23511107	48.59296151	60.73636278
AAS95035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.82776529	0	0	0	17.81807995	0	0	0	0	0	0	7.856798154	0	0	0	0
AAS95036	95.68666077	20.31845198	81.34768945	26.02325259	49.32568369	113.3327296	62.14801171	24.93252673	41.13695071	44.30838948	35.2485822	49.76694427	44.48584573	18.14481084	40.06949575	112.3299168	51.45203731	49.6340534	29.00830031	26.36568775	35.57667834	21.59389547	20.96639209	30.07220312	36.16563003	17.48036435	31.6009678	26.5452263	36.74948482	29.19964188	24.5950103	18.72036831	5.215199192	36.84860457	44.17713047
AAS95037	250.3700451	0	205.007201	391.6525384	593.3452525	428.6658402	549.0954055	117.3787969	128.0053037	279.5235359	848.6661609	102.6953179	504.0459264	185.5480866	0	1683.521101	554.7811029	0	129.7987614	183.4936264	132.5873383	154.8483663	225.1766877	139.0534179	246.4062063	141.8318852	273.7197105	240.7659175	357.8986301	150.3315837	183.8916075	73.07163137	80.53822146	88.80638967	204.5338183
AAS95038	231.3146819	130.0468604	379.4121369	241.4246543	547.72119	0	102.0739353	326.3130139	354.4816538	433.3279098	156.4767906	285.7918	154.9616262	170.9971299	587.1662233	0	728.3319125	587.317755	149.791379	68.09487863	192.5972311	143.7990069	145.9570008	176.9808036	229.1020731	209.9769732	224.8641078	141.7736101	213.7273546	247.8070276	198.5561783	271.8650791	261.2711452	68.66408034	284.0015522
AAS95039	699.6897352	0	0	86.16821916	0	0	0	83.75322739	93.57884871	58.44235854	153.1355842	74.3386851	0	237.6166031	0	0	0	0	46.49672802	20.89814195	48.47654161	0	14.65799017	26.91218195	14.36815198	24.05029325	14.6805916	37.78848587	42.92048574	25.82750744	27.46731379	9.525135939	75.91488214	74.63459837	57.98761322
AAS95040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.1151676	0	0	0	0	0	0	0	0	0	0	0	0	55.01627015	0	0	0
AAS95041	129.6827128	93.55041672	79.25530091	44.95933921	0	68.45396117	167.6691647	82.290587	51.96983161	103.240596	29.09417873	74.91192533	104.62327	16.75124598	89.68752714	178.3153465	0	0	80.81975397	64.53587924	44.53487324	0	58.09861772	55.03897442	51.37752018	27.07064475	81.00621822	5.926059437	62.57622928	27.37328417	36.09881405	6.090343365	62.45525761	61.49841913	36.44603935
AAS95042	69.86493465	29.74931989	76.64938464	66.02683644	75.11009279	102.877448	68.52516098	19.35265864	68.55375082	46.4714956	42.95191941	83.48080567	58.84122733	52.74207689	49.34228333	36.88331236	45.02994376	75.45263727	28.07049855	22.75322442	31.80627405	4.755953116	30.53116962	25.37466949	33.10823249	28.27955974	33.13087227	21.07687477	29.84501941	21.0123848	18.11783271	17.7766836	29.72521199	25.12273221	24.98140345
AAS95043	225.3771008	63.36874672	185.1014654	117.6876095	185.0300575	239.3587365	198.8355507	159.1290116	258.8724619	211.5839318	38.10288742	46.44559854	226.1253611	138.804111	0	254.8773465	319.0064817	477.1918993	124.3808472	116.2156741	162.3688654	116.9191062	142.3245553	101.827881	203.5795946	153.4838954	123.3041919	158.0739809	208.2563112	151.3552168	114.1111452	66.42727373	200.1966149	160.8148808	146.1470842
AAS95044	43.93548862	79.26856327	0	36.38808745	57.73172262	74.36491365	71.45345671	33.9763684	32.97317878	22.80651898	0	69.98409681	36.01866892	32.66744894	62.47895186	0	45.90741415	126.3958745	22.90064993	27.59852005	31.70440221	40.88518291	39.55506642	20.44549682	55.19837731	9.60200714	18.03076521	16.42204564	27.3959524	53.22954235	29.57139625	31.11965406	39.97225568	24.69353403	30.04474599
AAS95045	26.60624137	11.18532632	2.016268409	19.48515438	19.05136946	92.28196924	0	0	80.16353601	0	0	39.28574662	0	3.601607891	0	0	0.126304838	116.5371074	5.408277255	71.48030947	22.25442805	44.47016066	56.26122885	109.673688	66.12029904	42.28606727	50.58084033	54.45945996	69.41493882	78.61706635	95.32522466	46.7910993	61.04238848	97.57862305	69.65460259
AAS95046	457.3847947	295.706249	450.168172	411.3665518	468.5668998	326.3302268	415.0479522	331.4860722	341.3712174	553.7059882	683.4933291	377.1740409	356.3541897	304.8360169	623.7803311	320.1427519	598.7054756	358.0084245	958.976971	850.8528618	1032.694925	644.5240935	887.5988138	748.2689189	777.7001885	938.5553129	959.9009702	673.0016195	809.0192989	749.8668651	745.6097159	729.3609897	766.9124426	528.5920405	660.8579642
AAS95047	526.3409438	445.9026986	804.0021535	672.2039749	517.9798969	445.0004236	493.2005326	450.3318634	454.5313491	717.096717	616.9272127	498.9713562	513.3775414	447.1299994	157.3506169	623.9447945	431.1334027	440.3806941	1132.994374	1087.454509	1160.587789	850.314646	970.3279548	940.8258547	1041.610313	1109.694063	845.8738241	498.7956028	813.7564204	966.874184	914.9614637	1065.903159	1125.189429	597.2743747	902.3075429
AAS95048	93.00787514	115.1887995	62.96453358	127.7478587	52.70691842	57.68857462	153.8159651	76.87888304	137.0264868	120.435811	116.2009599	88.51068939	61.79858939	145.3166648	0	0	94.19668371	133.5990318	41.70004592	41.19691693	27.16590999	104.6316337	44.73941553	60.21362116	80.63483038	86.38711059	139.477981	59.03418413	38.52132906	46.69527651	53.51706928	38.98559997	60.84241538	59.16455797	43.77522836
AAS95049	6.335569136	0	0	0	4.284909584	0	0	29.42305012	11.34033379	0	0	0	0	10.058528	0	0	19.37977352	0	3.857789448	3.206756829	1.768937869	48.53794957	4.044771937	8.120167403	5.654428675	11.82935738	5.269558158	13.10992235	10.20092117	0	4.038820062	1.663306628	14.60244194	6.338238206	4.290156437
AAS95050	11.37506141	6.984499496	28.1263272	0	13.00401225	0	0	11.29395075	19.56529741	0	7.947622198	0	7.837658961	0	0	0	6.414327917	0	21.68552745	14.52761446	16.35730364	15.38501626	10.15057688	20.07400906	14.99519095	11.32620159	11.81598598	10.01020527	13.66102639	12.56994286	13.72699517	16.64558736	13.28063102	7.944669196	14.79694823
AAS95051	0	0	0	0	0	243.1809311	0	245.0602634	0	0	0	0	0	0	0	0	0	0	73.24396299	127.5210199	131.1839361	577.952938	0	72.84644869	0	0	0	0	53.06224739	37.46912886	34.34001669	79.58642106	0	33.15570026	76.84779057
AAS95052	15.85776056	9.608530157	0	17.23767065	17.21552536	26.4843289	21.12254761	15.68182617	13.07822386	6.893668437	0	19.3900441	0	16.12420692	0	35.54779028	16.5404861	11.65279842	18.01544311	26.66915402	12.53451043	13.59953127	19.93323128	19.77195211	16.46211686	11.65146873	14.15998117	18.13725392	17.39835827	19.02701422	18.7211478	24.54079613	23.55686234	37.82881361	31.58154532
AAS95053	87.78442302	39.57187583	75.25799144	73.24845019	41.15052247	58.00597997	58.77685581	98.9262987	38.34910954	30.02905616	55.18443	167.4740367	0	225.6710262	0	1203.213872	72.52070036	331.0480095	120.6337591	65.84450513	49.20852425	94.23229245	74.86423842	119.6914458	93.9617774	138.6889816	146.4846945	112.5616301	63.41314914	87.49646398	64.34603	91.98860913	178.4677348	179.6387443	60.90405768
AAS95054	540.0330429	394.6975985	474.5574376	166.7169826	117.2964185	275.5880748	426.1275708	217.1712628	176.050314	321.8058241	159.4816129	242.1470619	304.4387697	451.8964047	290.4631012	132.1909287	223.4317667	193.155017	231.7997973	240.8642302	216.5411167	195.8126156	219.8596408	247.05689	242.4798135	184.9756818	260.7088433	177.4484649	172.0097681	237.0662683	219.8133348	204.2167882	225.0669504	384.9923994	241.0366826
AAS95055	164.9672732	94.07602172	0	114.7975485	67.60353138	68.81400355	293.5911456	0	42.25255955	127.2183128	166.8975191	0	110.5110488	80.77208823	121.4054426	375.4447626	51.32654836	0	43.08063855	33.49975867	35.29565748	48.57915108	81.24846409	80.78635404	107.2486074	150.8315002	305.3503774	250.9077525	137.321662	75.21150917	87.5272044	75.28817055	107.4755091	110.703696	124.5585079
AAS95056	864.7962125	450.0462921	1145.005221	728.8492044	911.1394962	1088.386375	792.7695384	469.8925085	913.8009938	753.0652389	807.1628556	659.6349985	399.3063357	732.3985706	752.1013982	900.5657674	931.496924	837.2119066	581.5826089	368.0171388	547.8886154	626.8406835	899.6567969	720.1274167	639.1873935	903.5995786	825.1569584	543.225351	696.3419768	685.9121197	680.8502465	355.5338792	837.1449917	429.1075232	611.1684372
AAS95057	131.8399977	0	171.3705712	0	51.90904675	107.0725026	150.2747303	154.3359109	120.5249472	152.5560361	166.8863184	0	87.20033005	155.8608473	0	0	226.0113657	48.35686118	79.547666	47.29961969	58.53644274	30.54336834	55.2250751	66.8825993	56.18931178	229.2414714	406.2971759	95.85736112	77.44090186	68.87244704	55.217701	119.5705858	227.8246522	111.646793	72.1548224
AAS95058	43.95612898	13.65581927	74.45648271	25.24826987	81.49119776	97.39206691	39.42256638	34.72308747	43.97953917	87.51879937	60.40946866	104.4572658	59.16710423	82.60834677	27.95136829	96.4744828	75.30535214	102.7072651	87.41304969	75.84164025	107.474745	39.96328598	88.60671678	89.62961497	92.89848517	94.38735738	83.73017585	84.78342665	72.39843285	73.66495369	76.91171871	73.98243912	75.94655511	92.54205799	77.64627617
AAS95059	15.99602631	13.69434454	37.4909137	26.26082099	15.62098697	39.28197859	9.946268103	22.6132548	12.15996265	9.412667945	7.186401389	9.430566201	15.79926619	17.81848264	80.20583955	0	11.2745045	0	32.50162244	15.33410198	34.54114981	4.292030589	35.07371391	25.86566521	29.77303108	29.54424305	42.69608217	14.3911071	28.97999081	21.78468242	19.38396089	31.98362075	25.66908861	19.89441949	33.28912024
AAS95060	9.618835417	17.55747394	22.34773751	16.04665324	25.72809502	0	38.33283336	14.51155667	7.953396598	38.42621427	0	11.95983785	0	23.53144456	0	0	14.97310132	0	37.11662138	24.56714409	22.82338039	26.58913938	22.34970196	21.23442427	26.4864721	33.5704997	30.24529334	41.18873946	29.79636848	37.07637277	19.06730707	24.61747118	37.57947823	15.16385008	40.38027656
AAS95061	11.86975284	22.00969782	13.58831377	9.801839787	13.29853632	37.82288568	39.87291136	8.799704928	15.12672429	22.88447731	18.17816335	0	0	9.305260844	21.28614946	0	4.943958037	13.79353752	25.38532723	22.97026866	21.93143316	15.82583652	24.23967207	26.67172669	24.00270058	16.0181581	23.52669546	14.77777128	28.67346895	19.89061414	22.20471611	22.21669996	27.41634479	24.26797314	27.91584391
AAS95062	32.856464	60.40572904	27.97842738	37.88969052	21.09066805	28.40469365	117.922753	33.37216553	19.58226576	29.6592598	0	13.74730999	0	26.13044905	42.78254712	0	31.9563855	0	37.11131218	26.30241024	42.19780614	43.22661234	49.08432664	40.01865883	22.56943094	22.70967021	17.83123883	32.18114009	39.9013949	27.77640401	53.39386326	49.74765512	29.30261845	38.56699911	25.22633336
AAS95063	16.73697138	25.22984288	26.72659631	23.44782146	30.69015563	36.24018594	28.01432552	43.39710829	20.88820104	26.68558078	32.6882616	21.45876294	6.921025377	15.63295619	13.91041688	23.97070511	30.04270526	24.12511306	23.40645946	21.29181452	18.36346075	13.37280747	29.52091864	23.22997858	24.94285383	23.69234725	24.88092549	26.7659213	36.88398452	21.4375137	20.41316208	28.50104342	28.42056126	21.35675492	22.32839273
AAS95064	27.91345879	8.492820471	67.05685138	23.52633331	9.946099316	23.86072115	18.70158891	35.00445426	15.53263586	17.7971748	26.17124887	34.57787531	18.636494	17.58448217	49.39005175	0	24.71097826	20.59169484	15.15253793	17.77671338	9.723618788	14.84175524	17.55635741	16.00557987	19.85301095	11.80340852	18.03098891	17.44682789	21.64192408	10.86681598	19.81508555	15.34039658	34.06834997	23.45459976	6.849453402
AAS95065	7.466533107	28.0492122	0	25.98150212	29.98075283	9.644536095	41.14847309	11.7069927	12.96037684	9.801560555	16.18854783	29.06744423	0	34.83013506	81.15798665	0	19.75694968	35.7806352	29.35781524	31.19116954	25.3980617	25.48960465	33.38769763	20.26501627	27.00798766	20.80353143	21.31939787	16.81436345	11.35449073	28.25252975	28.36600132	26.10268036	32.34656206	21.98248562	17.49954217
AAS95066	19.91146282	13.89472229	6.09787701	16.77384621	18.77348694	12.60215675	13.12406733	7.596473838	6.237666438	16.06814382	8.181910153	18.36224183	10.27435252	13.58716301	0	16.67418756	4.221613732	17.27699114	15.93080935	13.72008613	13.26344076	31.17973999	11.08421939	11.63614316	12.80085327	20.46145925	25.59181333	14.13963148	13.88181537	16.91301927	19.05821644	15.85968427	18.07963004	13.63179847	10.91257806
AAS95067	111.0692216	0	275.3033066	0	0	0	0	153.6202309	0	0	228.7315967	0	0	166.5357879	0	0	0	0	43.16111816	122.0735121	24.93973686	67.87239272	60.35221757	69.00936406	56.79035563	74.74907965	39.8526967	57.42874967	0	21.99451806	70.60559796	47.40931867	53.33234251	19.50828284	22.58185443
AAS95068	4.800034584	13.19586827	18.7013412	12.56452451	6.189162796	0	12.92248298	11.35206333	14.68273331	21.85443864	14.36228734	9.072588803	30.183599	10.87024249	0	16.13480384	9.272972741	5.758204132	21.66386776	23.93503475	17.31787261	3.86681865	16.62383709	25.15959217	19.9809624	32.09660375	29.30527274	21.45515283	14.46564457	19.43643981	20.9980745	23.1486785	20.70159527	14.97606407	14.75802297
AAS95069	25.05251205	0	0	0	35.17900462	15.61872649	0	0	50.31144052	30.44563643	13.31606049	0	24.67734406	46.58890674	47.18134139	0	21.0798398	30.45986831	31.51903118	26.06846504	41.1873086	26.13170221	14.3495303	20.16875769	17.17099843	32.95215698	23.3579484	37.18274898	49.2309498	26.09936475	21.4135189	28.80878622	49.08345372	16.3178398	25.74421839
AAS95070	29.55583576	41.36795624	36.5960878	64.07275428	75.35005708	94.87229733	29.76104734	68.76648871	51.66212117	51.1027043	95.38576555	26.59339378	30.22008787	53.15801161	53.49553941	0	44.06741397	32.64569847	76.95879064	83.82982208	67.44212011	92.55749282	89.08356428	69.33318755	71.20560557	99.62845026	87.8055891	64.61919835	86.65721823	71.44323003	63.19610995	61.57057884	74.57998609	75.506971	78.49571742
AAS95071	48.7829388	132.8753957	0	119.771442	70.20239988	115.9649267	31.81255452	159.915889	103.9684549	29.03526224	51.38850004	114.4280448	0	56.64051371	80.91571247	0	13.51997983	110.4875484	51.00321121	38.13207501	26.77820737	32.71258647	35.78101037	46.19850231	31.69131219	103.777877	173.4626142	28.61562695	23.26423495	33.71916649	32.75527138	20.90507663	10.64969101	45.5576857	45.52556575
AAS95072	12.4524582	22.78072082	15.2668849	50.86136018	12.13118428	26.55309982	8.177290756	32.06723267	31.27668386	36.12046282	18.64671106	29.87261953	6.284187853	30.8261157	10.89523455	21.01467731	17.94378211	21.04845406	18.15131559	17.19009528	13.37728769	19.00893016	18.95360121	18.46475535	23.72748762	19.93355609	70.72480609	16.90148292	11.58672943	15.66202463	11.85506169	24.8388627	18.59918966	23.46900531	20.13343645
AAS95073	14.64222326	0	73.34372894	127.0727953	26.36597197	0	0	66.50022398	26.16496445	19.72290878	16.41980719	18.54469868	0	35.05224453	0	0	13.58666649	0	8.575620026	17.72447814	27.51681341	99.35840121	22.27273006	21.1251503	25.755266	10.11169407	69.63486335	22.40033876	35.08605066	38.70615324	22.38115627	29.45849441	16.1325842	25.90348138	18.83230441
AAS95074	0	0	0	0	0	0	0	0	0	0	0	0	0	8.646927998	0	0	0	0	0	0	0	0	3.186473814	0	0	0	0	2.605837733	0	2.382535341	3.2705506	2.670072018	0	10.69314254	0
AAS95075	31.71433319	58.49769515	16.42890203	51.73031818	38.03555344	50.05056789	8.087488131	29.60742358	70.9752245	62.87113026	99.21737108	48.64140826	48.97482098	41.01759513	0	0	88.81044035	29.24347691	24.22977019	22.72304364	33.92568102	49.47357669	24.68304652	15.69408218	15.63266993	17.11003846	32.53144532	45.17199743	15.08178792	38.44713303	28.28264022	25.26526334	11.89721599	56.81426631	25.87118848
AAS95076	290.5916016	217.2739454	567.7208774	265.7609798	399.3052898	258.3967007	444.7333019	423.4131057	370.0546846	795.1482769	527.9656424	423.8872982	419.8420642	610.4717375	113.6724168	0	297.3352746	104.2001937	481.8336832	303.008592	249.3023232	708.1808981	457.4722578	514.1909852	481.8152501	498.0496827	329.2003675	412.6863842	337.5535421	396.4725945	359.8409913	340.0243509	512.6898001	504.1078969	375.5983416
AAS95077	24.86292411	114.7943715	125.6103824	57.69138543	32.89740783	57.55114485	114.3117215	50.75473629	101.3305743	22.19394088	61.66901121	63.98955551	136.3630299	26.26754107	92.70767761	192.6975808	46.96985043	83.04332432	45.41451167	77.28133388	58.44461229	75.33790323	52.5357502	72.44976111	72.60985364	56.99566268	65.57223456	44.49793914	82.27389145	70.93455042	67.24682789	71.36291402	66.00507648	100.4847597	75.02672858
AAS95078	7.108872471	20.30996764	45.3332019	18.51238799	15.60292523	46.98210012	29.02481622	33.20041936	62.42605052	33.21423109	24.84393026	31.43525118	15.02929791	33.79753705	41.79203854	77.68278407	45.00726082	33.91156626	19.7251417	41.53454279	29.14347886	11.23791799	24.90392743	38.10115398	27.14088121	31.94762676	51.55286347	27.56011458	31.42102583	30.33398429	31.02020066	25.31511773	28.7795238	20.13500128	26.21228886
AAS95079	244.3892266	249.3924184	385.312766	355.7446342	56.43107349	217.5741042	207.5006166	366.0878429	146.9028118	69.22999031	11.52059904	99.02687099	259.9263859	125.3805572	422.7363792	224.2045387	57.01953378	214.242546	79.94088311	94.95547593	96.1252605	48.44047879	61.82390416	81.18060324	74.69818363	53.59305525	79.48183971	59.25177679	52.8086756	124.1107718	141.6873044	132.6039284	196.193905	106.1116081	123.0931902
AAS95080	2738.040486	2856.173286	3106.561052	2965.782336	1002.465163	1809.93446	2014.676167	2644.628504	1116.185891	457.6317751	110.1069245	1096.280333	1981.589041	1267.372789	2883.909734	1755.0831	745.3298278	1946.964251	630.5810309	892.7567131	847.9619812	938.54375	546.0118946	641.7741332	610.1544985	522.5396613	604.9085759	774.8203446	472.4226315	1096.005921	1113.584341	1202.622811	1174.542618	1085.572584	1092.297493
AAS95081	25.59383133	11.42748484	43.83508891	31.35483095	45.53013068	24.0910625	33.56564575	47.12888889	10.24462769	77.02594027	17.26248045	46.67017965	25.73464941	48.52188134	0	41.08793544	18.85778548	29.15548158	53.48384391	58.12715712	33.22264545	39.53076731	55.14200009	58.53972414	54.10941547	63.42354158	73.07135055	30.33421763	47.14878636	50.82056478	40.970534	69.05582903	67.62074745	54.50004697	52.96848081
